M1,M2,M3,P1,T1,T1F,P2,P3,T2,TR,T2F,P4,T3,R1,R2,R3,r1,r2,r3,V
0.6,0.3,1.0,1.0,7.8,,0.8,0.0,32.200001,,,1.0,65.25,0.5675916746973914,57.04446505895652,-0.04710412339304349,1.0,0.0,0.0,1.0
0.5,0.3,0.5,0.6,12.666667,33.0,0.333333,0.0,19.666666,,,0.0,53.0,0.19890140012336957,47.47266648940218,0.22944230639836954,1.0,0.0,0.0,1.0
0.8,0.5,0.9,1.0,5.8,,0.8,0.0,37.599998,,,0.75,54.5,0.7040798536286262,78.22832209031307,0.02533249071919995,0.0,0.0,0.0,0.0
0.9,0.35,1.0,1.0,5.0,,1.0,0.0,37.0,,,1.0,63.400002,0.9227737855897827,90.4057525614185,-0.07658049298108699,0.0,0.0,0.0,0.0
0.9,0.3,1.0,1.0,7.0,,0.8,0.0,30.799999,,,1.0,56.0,0.9227737855897827,90.64416569466306,-0.07658049298108699,0.0,0.0,0.0,0.0
1.0,0.3,0.6,1.0,5.6,,0.833333,0.166667,36.599998,1.369084,57.0,1.0,60.0,0.5725922007547827,103.34893393173917,0.39859440794086964,1.0,1.0,1.0,1.0
0.8,0.4,0.9,1.0,5.8,,1.0,0.0,36.400002,,,1.0,55.799999,0.7040798536286262,78.44803827474782,0.02533249071919995,0.0,0.0,0.0,0.0
0.5,0.4,0.6,0.4,12.5,30.333334,0.5,0.0,22.5,,,1.0,55.0,0.252542882491087,47.76274475478262,0.17580082403065217,1.0,0.0,0.0,1.0
1.0,0.25,0.7,1.0,6.6,,0.8,0.0,31.4,,,1.0,63.25,0.6942138997617392,103.7493353504348,0.2769727089339131,0.0,1.0,0.0,1.0
0.9,0.45,0.5,1.0,7.4,,1.0,0.0,32.200001,,,0.0,55.200001,0.3929298554228478,89.90378177575545,0.45326343718584783,1.0,0.0,1.0,1.0
0.5,0.25,0.5,0.6,9.666667,77.5,0.666667,0.0,26.0,,,0.0,58.5,0.19890140012336957,47.32043867812501,0.22944230639836954,1.0,0.0,0.0,1.0
0.5,0.4,0.9,0.2,12.0,32.25,1.0,0.0,22.0,,,1.0,53.0,0.41346732959423915,47.71961268326088,0.014876376927499971,1.0,0.0,0.0,1.0
0.7,0.35,0.8,1.0,7.8,,1.0,0.0,28.6,,,0.8,61.200001,0.5215335954375132,67.47843669015327,0.09931016847553037,1.0,0.0,0.0,1.0
0.5,0.3,1.0,0.0,,42.0,,,,,,,,0.4671088119619565,47.40077970353262,-0.038765105440217405,1.0,0.0,0.0,1.0
1.0,0.45,0.6,1.0,5.8,,0.8,0.0,36.0,,,0.75,59.25,0.5725922007547827,102.18623979913045,0.39859440794086964,1.0,1.0,1.0,1.0
0.8,0.5,0.8,1.0,6.2,,0.6,0.0,40.200001,,,1.0,53.333332,0.612735545745948,78.22991849497394,0.1166767986018782,0.0,0.0,0.0,0.0
0.6,0.35,0.6,1.0,6.0,,0.5,0.166667,40.599998,2.778885,58.0,1.0,61.666668,0.3068690504980174,57.17512557966087,0.21361850080633044,1.0,0.0,0.0,1.0
0.8,0.25,0.7,1.0,6.0,,0.666667,0.166667,36.0,2.841093,56.0,1.0,64.5,0.5213912378632696,78.78080536072176,0.2080211064845566,1.0,0.0,0.0,1.0
0.5,0.35,0.8,0.6,12.0,45.0,0.333333,0.0,26.333334,,,1.0,84.0,0.3598258472265218,47.581762229157626,0.06851785929521734,1.0,0.0,0.0,1.0
0.5,0.25,0.8,0.2,12.0,36.0,0.0,0.0,18.0,,,,,0.3598258472265218,47.27730660660327,0.06851785929521734,1.0,0.0,0.0,1.0
0.8,0.25,0.8,1.0,7.2,,0.8,0.0,27.0,,,1.0,62.0,0.612735545745948,78.77920895606088,0.1166767986018782,0.0,0.0,0.0,0.0
1.0,0.35,0.7,1.0,5.2,,1.0,0.0,36.599998,,,1.0,57.200001,0.6942138997617392,102.97420592869568,0.2769727089339131,0.0,1.0,0.0,1.0
0.8,0.5,0.6,1.0,5.2,,1.0,0.0,33.599998,,,1.0,57.799999,0.43004692998059135,78.23311130429568,0.29936541436723485,1.0,0.0,0.0,1.0
0.7,0.35,0.5,1.0,8.4,,0.6,0.0,25.4,,,0.333333,52.333332,0.28828880177302174,67.49955434313587,0.3325549621400217,1.0,0.0,0.0,1.0
0.6,0.35,1.0,1.0,7.8,,0.833333,0.166667,30.6,1.775964,57.0,1.0,52.799999,0.5675916746973914,57.129927439,-0.04710412339304349,1.0,0.0,0.0,1.0
0.7,0.4,0.9,0.0,,92.666664,,,,,,,,0.5992818599923436,67.46949788470435,0.021561903920699958,1.0,0.0,0.0,1.0
0.8,0.45,0.9,1.0,5.2,,0.8,0.0,30.799999,,,1.0,53.25,0.7040798536286262,78.33818018253044,0.02533249071919995,0.0,0.0,0.0,0.0
0.6,0.45,0.7,1.0,7.8,,0.8,0.0,29.799999,,,1.0,54.25,0.37204970654786085,57.33475080458261,0.148437844756487,1.0,0.0,0.0,1.0
1.0,0.35,1.0,1.0,6.0,,0.8,0.0,36.599998,,,1.0,59.5,1.0590789967826089,103.01271605217393,-0.08789238808695657,0.0,1.0,0.0,1.0
0.6,0.3,0.8,1.0,6.4,,0.666667,0.166667,27.4,2.865733,57.0,1.0,58.0,0.4372303625977044,57.067064129286955,0.08325718870664342,1.0,0.0,0.0,1.0
0.6,0.3,0.7,1.0,8.2,,0.8,0.0,26.4,,,1.0,54.75,0.37204970654786085,57.078363664452176,0.148437844756487,1.0,0.0,0.0,1.0
1.0,0.35,0.9,1.0,6.2,,1.0,0.0,35.599998,,,0.8,61.799999,0.9374572977756523,102.99987934434785,0.033729310919999936,0.0,1.0,0.0,1.0
0.5,0.25,1.0,0.4,13.0,38.0,0.5,0.0,21.5,,,1.0,57.0,0.4671088119619565,47.24855189225544,-0.038765105440217405,1.0,0.0,0.0,1.0
0.8,0.3,0.8,1.0,6.8,,0.571429,0.285714,29.799999,2.299388,55.5,0.75,550.0,0.612735545745948,78.66935086384349,0.1166767986018782,0.0,0.0,0.0,0.0
0.9,0.35,0.6,1.0,7.8,,0.833333,0.166667,32.0,1.380991,56.0,0.8,56.799999,0.4988986414562348,90.38563694607936,0.3472946511524609,1.0,0.0,0.0,1.0
0.5,0.4,1.0,0.4,12.5,40.0,0.5,0.0,19.5,,,0.0,55.0,0.4671088119619565,47.705235326086964,-0.038765105440217405,1.0,0.0,0.0,1.0
0.5,0.5,0.9,0.4,12.0,32.333332,0.0,0.0,26.0,,,,,0.41346732959423915,48.02406830581523,0.014876376927499971,1.0,0.0,0.0,1.0
1.0,0.45,0.7,1.0,7.2,,1.0,0.0,31.0,,,1.0,66.0,0.6942138997617392,102.19907650695653,0.2769727089339131,0.0,1.0,0.0,1.0
0.8,0.4,1.0,1.0,8.2,,0.8,0.0,28.6,,,1.0,58.75,0.7954241615113046,78.44644187008694,-0.06601181716347829,0.0,0.0,0.0,0.0
0.5,0.3,0.6,0.4,12.0,33.666668,0.0,0.0,26.0,,,,,0.252542882491087,47.45828913222827,0.17580082403065217,1.0,0.0,0.0,1.0
0.6,0.5,0.7,1.0,10.0,,0.8,0.0,26.200001,,,1.0,53.0,0.37204970654786085,57.4202131846261,0.148437844756487,1.0,0.0,0.0,1.0
0.6,0.4,1.0,1.0,6.4,,0.6,0.0,27.0,,,1.0,73.0,0.5675916746973914,57.21538981904347,-0.04710412339304349,1.0,0.0,0.0,1.0
0.6,0.25,1.0,1.0,8.0,,0.5,0.333333,28.25,1.061426,57.0,0.666667,68.0,0.5675916746973914,56.959002678913045,-0.04710412339304349,1.0,0.0,0.0,1.0
0.9,0.3,0.9,1.0,7.2,,0.571429,0.428571,31.75,1.79077,56.0,1.0,54.5,0.8168049995563957,90.63913679082826,0.029388293052299938,0.0,0.0,0.0,0.0
0.7,0.3,0.5,1.0,6.8,,1.0,0.0,33.599998,,,0.0,63.200001,0.28828880177302174,67.50145393092392,0.3325549621400217,1.0,0.0,0.0,1.0
0.8,0.25,0.5,1.0,8.8,,0.8,0.0,25.6,,,0.0,79.25,0.3387026220979131,78.7839981700435,0.39070972224991307,1.0,0.0,1.0,1.0
1.0,0.4,0.5,1.0,6.6,,1.0,0.0,35.0,,,0.0,56.799999,0.45097050174782616,102.56096780217396,0.5202161069478262,1.0,1.0,1.0,1.0
0.6,0.45,0.5,1.0,6.4,,0.8,0.0,37.799999,,,0.0,56.25,0.24168839444817392,57.35734987491304,0.2787991568561739,1.0,0.0,0.0,1.0
0.8,0.4,0.7,1.0,6.6,,1.0,0.0,38.0,,,1.0,58.400002,0.5213912378632696,78.45123108406956,0.2080211064845566,1.0,0.0,0.0,1.0
0.9,0.4,0.6,1.0,7.6,,1.0,0.0,29.0,,,1.0,57.599998,0.4988986414562348,90.1472238128348,0.3472946511524609,1.0,0.0,0.0,1.0
0.8,0.3,0.5,1.0,7.8,,1.0,0.0,29.799999,,,0.0,65.400002,0.3387026220979131,78.6741400778261,0.39070972224991307,1.0,0.0,1.0,1.0
0.9,0.4,0.9,1.0,5.8,,1.0,0.0,35.400002,,,1.0,53.0,0.8168049995563957,90.16231052433913,0.029388293052299938,0.0,0.0,0.0,0.0
0.9,0.25,0.5,1.0,7.2,,1.0,0.0,34.400002,,,0.0,72.599998,0.3929298554228478,90.8574343087337,0.45326343718584783,1.0,0.0,1.0,1.0
0.6,0.35,0.5,1.0,6.2,,1.0,0.0,38.599998,,,0.2,58.400002,0.24168839444817392,57.186425114826086,0.2787991568561739,1.0,0.0,0.0,1.0
0.6,0.4,0.7,1.0,6.4,,0.8,0.2,32.5,,58.0,0.75,58.0,0.37204970654786085,57.24928842453913,0.148437844756487,1.0,0.0,0.0,1.0
0.8,0.45,0.7,1.0,6.6,,0.8,0.0,36.0,,,1.0,55.25,0.5213912378632696,78.34137299185218,0.2080211064845566,1.0,0.0,0.0,1.0
1.0,0.4,0.9,1.0,5.2,,1.0,0.0,38.200001,,,1.0,57.599998,0.9374572977756523,102.6123146334783,0.033729310919999936,0.0,1.0,0.0,1.0
